id,kerajinan,warna,kesulitan,kategori,jenis_benang,ukuran_benang,link
40,Corn Dog,"[{""id"": 6, ""nama"": ""kuning""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/15svJ9RQidKX3q1VjtPcVHAarpTVeMBWC/view?usp=drive_link
41,Creamsicle,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1K4HYAZEPJk39sgp5Csyc2lrf8ddQAeVK/view?usp=drive_link
42,Croissant,"[{""id"": 11,""nama"": ""coklat muda""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1xr9G7b2qjO9WAJ26GYFl6-jy1dA_UYLd/view?usp=sharing
43,Cumi-Cumi,"[{""id"": 3, ""nama"": ""abu-abu""}, {""id"": 8, ""nama"": ""biru""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1NPDVSSHW64ygBlCJZaE3rzhHaVlY0rbi/view?usp=sharing
44,Cupcake,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1ncOi-ail0tb6UND6UOQVEYBeVk9v9DcN/view?usp=sharing
45,Dompet,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 19, ""nama"": ""barang""}, {""id"": 22, ""nama"": ""aksesoris""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 30, ""nama"": ""akrilik""}]","[{""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1bo_UlJ5VaHwiRcktmVoBdNH6dKT69eDj/view?usp=sharing
46,Dompet - 2,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 19, ""nama"": ""barang""}, {""id"": 22, ""nama"": ""aksesoris""}]","[{""id"": 29, ""nama"": ""katun""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/12pODI47RxR4461PBuB-S1lc9S-5tptL7/view?usp=sharing
47,Donat,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1vHwvlB7Xs72_9mMBHZYi-ZbpKN_x2wEa/view?usp=sharing
48,Earmuffs Pink Psychic,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}]","[{""id"": 16, ""nama"": ""sulit""}]","[{""id"": 20, ""nama"": ""topi""}, {""id"": 21, ""nama"": ""pakaian""}, {""id"": 22, ""nama"": ""aksesoris""}]","[{""id"": 29, ""nama"": ""katun""}]","[{""id"": 35, ""nama"": ""medium""}]",https://trakteer.id/artbhitec/showcase
49,Es Krim Blueberry,"[{""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}, {""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1P_IrFCis0qoik9YLEnxLdtZXWBTaFfmU/view?usp=drive_link
50,Es Krim Cone,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1IzwqEXt6zq--tOe_k9y1W6yPS80m5a-s/view?usp=sharing
51,Es Krim Sandwich,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1dsQJ8-GmXxqJ7fGeA4eptEkj93TbFMll/view?usp=sharing
52,Es Krim Semangka,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 5, ""nama"": ""hijau""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1uIv_6gM3L4LQQ2hqXTphwyQtCrUFjLrp/view?usp=drive_link
53,Es Krim Stroberi,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}, {""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1fvxYkddmR286YZOK8ADRIUkR6AnODL4a/view?usp=drive_link
54,Es Krim Vanilla,"[{""id"": 4, ""nama"": ""merah""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}, {""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1SVYluAEevdbOFbKV06eumbh6RHNhe2t1/view?usp=drive_link
55,Flamingo,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 9, ""nama"": ""pink""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1v8dCJQiPNKso4eqCoJbIr7zcUdlvrQpD/view?usp=sharing
56,Fortune Cookie,"[{""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1pTIOyo3ST9QjmI3usm-MX52oSXKqHpN4/view?usp=sharing
57,Fruit Loops,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1l67DV402i_Mq9InU-29qseegP6RTkbx-/view?usp=drive_link
58,Gantungan Botol,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}, {""id"": 15, ""nama"": ""menengah""}]","[{""id"": 19, ""nama"": ""barang""}]","[{""id"": 30, ""nama"": ""akrilik""}, {""id"": 32, ""nama"": ""rayon""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1eZP3Fz6JcGsdTVG8wRX-8XmNhULmtr8z/view?usp=sharing
59,Gelas Beaker,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 7, ""nama"": ""hijau""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1yZO68Gn7h2obVUtBNSTWHVIy-76ZAc3Y/view?usp=sharing
60,Gelas Soda,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 12, ""nama"": ""coklat tua""}]","[{""id"": 15, ""nama"": ""menengah""}, {""id"": 16, ""nama"": ""sulit""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1bolFkp3yngp707uNnla3XPBfZ_2wD1Eq/view?usp=drive_link
61,Granny Square,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 27, ""nama"": ""granny""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://daisycottagedesigns.net/free-crochet-patterns-granny-square/
62,Granny Square - 2,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 27, ""nama"": ""granny""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 36, ""nama"": ""fine""}, {""id"": 37, ""nama"": ""light""}]",https://vcrohetpatterns.com/?p=10015/
63,Granny Square - 3,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 27, ""nama"": ""granny""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 36, ""nama"": ""fine""}, {""id"": 37, ""nama"": ""light""}]",https://vcrohetpatterns.com/?p=10271/
64,Granny Square Baby,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 27, ""nama"": ""granny""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://nanascraftyhome.com/crochet-hot-pad-pattern/
65,Granny Square Hot Pad,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 27, ""nama"": ""granny""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://www.vcrochetpatterns.com/?p=13624
66,Granny Star,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 27, ""nama"": ""granny""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 36, ""nama"": ""fine""}, {""id"": 37, ""nama"": ""light""}]",https://thecrochetswirl.com/granny-star-pattern/
67,Granny's Rainbow Dishcloth,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 27, ""nama"": ""granny""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 37, ""nama"": ""light""}]",https://www.knitpicks.com/granny-s-rainbow-dishcloth/p/55812
68,Guling,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}, {""id"": 15, ""nama"": ""menengah""}]","[{""id"": 19, ""nama"": ""barang""}, {""id"": 44, ""nama"": ""bantal""}]","[{""id"": 30, ""nama"": ""akrilik""}, {""id"": 32, ""nama"": ""rayon""}, {""id"": 33, ""nama"": ""nilon""}]","[{""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1PNB8sXMWRgtgX9lFRLPgdK7nH91-uLOn/view?usp=sharing
69,Gurita,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 8, ""nama"": ""biru""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/13H9v9joK1xbibBQgzuuFgC2FjAdgBOUK/view?usp=sharing
70,Hamster,"[{""id"": 9, ""nama"": ""pink""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 35, ""nama"": ""medium""}]",https://drive.google.com/file/d/1sYv1IrRQFC1fIW84bEmB5aCmvs6KgtHj/view?usp=sharing
71,Hati,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}]","[{""id"": 15, ""nama"": ""menengah""}]","[{""id"": 18, ""nama"": ""amigurumi""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}, {""id"": 30, ""nama"": ""akrilik""}, {""id"": 31, ""nama"": ""wol""}]","[{""id"": 37, ""nama"": ""light""}]",https://drive.google.com/file/d/1BbtO4ZlKzhNdINLniYnOiXEyx9YnAeIf/view?usp=drive_link
72,Headphone Sprout,"[{""id"": 7, ""nama"": ""hijau""}]","[{""id"": 14, ""nama"": ""mudah""}]","[{""id"": 19, ""nama"": ""barang""}, {""id"": 22, ""nama"": ""aksesoris""}]","[{""id"": 28, ""nama"": ""polyester""}, {""id"": 29, ""nama"": ""katun""}]","[{""id"": 35, ""nama"": ""medium""}]",https://youtu.be/jbMKDhgx4eM?si=TwDjFXhO1k4iCpqo
73,Hooded Scarf Kantung,"[{""id"": 1, ""nama"": ""putih""}, {""id"": 2, ""nama"": ""hitam""}, {""id"": 3, ""nama"": ""abu-abu""}, {""id"": 4, ""nama"": ""merah""}, {""id"": 5, ""nama"": ""jingga""}, {""id"": 6, ""nama"": ""kuning""}, {""id"": 7, ""nama"": ""hijau""}, {""id"": 8, ""nama"": ""biru""}, {""id"": 9, ""nama"": ""pink""}, {""id"": 10, ""nama"": ""ungu""}, {""id"": 11, ""nama"": ""coklat muda""}, {""id"": 12, ""nama"": ""coklat tua""}, {""id"": 13, ""nama"": ""krem""}]","[{""id"": 14, ""nama"": ""mudah""}, {""id"": 15, ""nama"": ""menengah""}]","[{""id"": 21, ""nama"": ""pakaian""}, {""id"": 22, ""nama"": ""aksesoris""}, {""id"": 26, ""nama"": ""syal""}]","[{""id"": 28, ""nama"": ""polyester""}]","[{""id"": 38, ""nama"": ""jumbo""}]",https://drive.google.com/file/d/1H6bPbFOH6ZH8bpmDjC05ytkoUYHMKXuC/view?usp=sharing
